dataset_name,used_by_files,column_order,column_name,data_type,role,is_main_model_feature,unit,nullable_in_full_dataset,available_at_prediction_time,source_or_derivation,description
data_per_day,data_per_day.csv,17,wind_speed_mean_kmh,numeric,DESCRIPTIVE_OR_CONTEXT,False,kilometres per hour,False,,Open-Meteo historical weather or derived lag,Daily mean 10-metre wind speed.
data_per_day,data_per_day.csv,18,wind_direction_dominant_deg,integer,DESCRIPTIVE_OR_CONTEXT,False,degrees,False,,Open-Meteo historical weather or derived lag,Daily dominant 10-metre wind direction.
data_per_day,data_per_day.csv,19,surface_pressure_mean_hpa,numeric,DESCRIPTIVE_OR_CONTEXT,False,hectopascals,False,,Open-Meteo historical weather or derived lag,Daily mean surface pressure.
data_per_day,data_per_day.csv,20,weather_matched,boolean,QUALITY_CONTROL,False,unitless,False,,Derived calendar or analytical field,Whether the weather source table matched the analytical row.
data_per_day,data_per_day.csv,21,modeled_pm25_mean_ugm3,numeric,DESCRIPTIVE_OR_CONTEXT,False,micrograms per cubic metre,True,,Open-Meteo air-quality model benchmark or derived lag,Daily mean modeled PM2.5 benchmark.
data_per_day,data_per_day.csv,22,modeled_pm25_median_ugm3,numeric,DESCRIPTIVE_OR_CONTEXT,False,micrograms per cubic metre,True,,Open-Meteo air-quality model benchmark or derived lag,Daily median modeled PM2.5 benchmark.
data_per_day,data_per_day.csv,23,modeled_pm25_hour_count,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,Open-Meteo air-quality model benchmark or derived lag,Number of modeled hourly PM2.5 values contributing to the day.
data_per_day,data_per_day.csv,24,modeled_pm25_matched,boolean,QUALITY_CONTROL,False,unitless,False,,Open-Meteo air-quality model benchmark or derived lag,Whether the modeled pm25 source table matched the analytical row.
data_per_day,data_per_day.csv,25,hotspot_count_thailand_000_050km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 0-50 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,26,hotspot_count_thailand_050_100km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 50-100 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,27,hotspot_count_thailand_100_300km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 100-300 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,28,hotspot_count_thailand_300_500km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,29,hotspot_count_laos_000_050km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 0-50 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,30,hotspot_count_laos_050_100km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 50-100 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,31,hotspot_count_laos_100_300km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 100-300 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,32,hotspot_count_laos_300_500km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 300-500 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,33,hotspot_count_myanmar_000_050km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 0-50 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,34,hotspot_count_myanmar_050_100km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 50-100 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,35,hotspot_count_myanmar_100_300km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 100-300 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,36,hotspot_count_myanmar_300_500km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 300-500 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,37,hotspot_count_china_000_050km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 0-50 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,38,hotspot_count_china_050_100km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 50-100 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,39,hotspot_count_china_100_300km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 100-300 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,40,hotspot_count_china_300_500km_lag0,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 300-500 km of the nearest eligible monitoring location, on the represented date."
data_per_day,data_per_day.csv,41,hotspots_matched,boolean,QUALITY_CONTROL,False,unitless,False,,Derived calendar or analytical field,Whether the hotspots source table matched the analytical row.
data_per_day,data_per_day.csv,42,date_key,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Calendar date encoded as YYYYMMDD.
data_per_day,data_per_day.csv,43,year_ce,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Calendar year in the Common Era system.
data_per_day,data_per_day.csv,44,month,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Calendar month number from 1 to 12.
data_per_day,data_per_day.csv,45,day_of_year,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Ordinal calendar day within the year.
data_per_day,data_per_day.csv,46,day_of_week,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,ISO-style weekday number: Monday 1 through Sunday 7.
data_per_day,data_per_day.csv,47,is_weekend,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Whether the date is Saturday or Sunday.
data_per_day,data_per_day.csv,48,observed_pm25_available,boolean,QUALITY_CONTROL,False,unitless,False,,OpenAQ or lag derived from OpenAQ,Whether the observed province-day PM2.5 target is available.
data_per_day,data_per_day.csv,49,weather_source_available,boolean,QUALITY_CONTROL,False,unitless,False,,Derived calendar or analytical field,Whether every required current-day weather value is available.
data_per_day,data_per_day.csv,50,hotspot_source_available,boolean,QUALITY_CONTROL,False,unitless,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,Whether the expected hotspot source row is available.
data_per_day,data_per_day.csv,51,thai_24h_standard_ugm3,numeric,DESCRIPTIVE_OR_CONTEXT,False,micrograms per cubic metre,False,,Derived calendar or analytical field,Thai 24-hour PM2.5 standard applicable on the date.
data_per_day,data_per_day.csv,52,pm25_exceeds_applicable_standard,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Whether observed PM2.5 exceeds the standard applicable on that date.
data_per_day,data_per_day.csv,53,pm25_above_37_5,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Whether observed PM2.5 is greater than 37.5 micrograms per cubic metre.
data_per_day,data_per_day.csv,54,hotspot_count_thailand_000_050km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 0-50 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,55,hotspot_count_thailand_000_050km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 0-50 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,56,hotspot_count_thailand_000_050km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 0-50 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,57,hotspot_count_thailand_050_100km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 50-100 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,58,hotspot_count_thailand_050_100km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 50-100 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,59,hotspot_count_thailand_050_100km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 50-100 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,60,hotspot_count_thailand_100_300km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 100-300 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,61,hotspot_count_thailand_100_300km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 100-300 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,62,hotspot_count_thailand_100_300km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 100-300 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,63,hotspot_count_thailand_300_500km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,64,hotspot_count_thailand_300_500km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,65,hotspot_count_thailand_300_500km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,66,hotspot_count_laos_000_050km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 0-50 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,67,hotspot_count_laos_000_050km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 0-50 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,68,hotspot_count_laos_000_050km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 0-50 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,69,hotspot_count_laos_050_100km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 50-100 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,70,hotspot_count_laos_050_100km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 50-100 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,71,hotspot_count_laos_050_100km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 50-100 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,72,hotspot_count_laos_100_300km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 100-300 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,73,hotspot_count_laos_100_300km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 100-300 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,74,hotspot_count_laos_100_300km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 100-300 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,75,hotspot_count_laos_300_500km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 300-500 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,76,hotspot_count_laos_300_500km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 300-500 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,77,hotspot_count_laos_300_500km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Laos within 300-500 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,78,hotspot_count_myanmar_000_050km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 0-50 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,79,hotspot_count_myanmar_000_050km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 0-50 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,80,hotspot_count_myanmar_000_050km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 0-50 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,81,hotspot_count_myanmar_050_100km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 50-100 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,82,hotspot_count_myanmar_050_100km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 50-100 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,83,hotspot_count_myanmar_050_100km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 50-100 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,84,hotspot_count_myanmar_100_300km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 100-300 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,85,hotspot_count_myanmar_100_300km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 100-300 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,86,hotspot_count_myanmar_100_300km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 100-300 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,87,hotspot_count_myanmar_300_500km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 300-500 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,88,hotspot_count_myanmar_300_500km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 300-500 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,89,hotspot_count_myanmar_300_500km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Myanmar within 300-500 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,90,hotspot_count_china_000_050km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 0-50 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,91,hotspot_count_china_000_050km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 0-50 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,92,hotspot_count_china_000_050km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 0-50 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,93,hotspot_count_china_050_100km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 50-100 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,94,hotspot_count_china_050_100km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 50-100 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,95,hotspot_count_china_050_100km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 50-100 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,96,hotspot_count_china_100_300km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 100-300 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,97,hotspot_count_china_100_300km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 100-300 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,98,hotspot_count_china_100_300km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 100-300 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,99,hotspot_count_china_300_500km_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 300-500 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
data_per_day,data_per_day.csv,100,hotspot_count_china_300_500km_lag2,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 300-500 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
data_per_day,data_per_day.csv,101,hotspot_count_china_300_500km_lag3,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in China within 300-500 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
data_per_day,data_per_day.csv,102,hotspot_zero_confirmed,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,Whether an available hotspot source row confirms zero events in every band.
data_per_day,data_per_day.csv,103,hotspot_missing_reason,string,DESCRIPTIVE_OR_CONTEXT,False,unitless,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,Reason hotspot information is unavailable; blank when available.
data_per_day,data_per_day.csv,104,at1_source_complete,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived analytical or quality-control field,"Whether observed PM2.5, weather, and hotspot sources are all complete for the day."
data_per_day,data_per_day.csv,105,at1_qc_status,string,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,Current-day source completeness status: PASS or REVIEW.
data_per_day,data_per_day.csv,106,at1_qc_reason,string,QUALITY_CONTROL,False,unitless,True,,Derived analytical or quality-control field,Semicolon-separated reasons for current-day source review.
