dataset_name,used_by_files,column_order,column_name,data_type,role,is_main_model_feature,unit,nullable_in_full_dataset,available_at_prediction_time,source_or_derivation,description
env_data,env_data_full.csv;env_data_notnull.csv,25,hotspot_count_thailand_100_300km_lag2,numeric,MAIN_MODEL_FEATURE,True,count,True,True,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 100-300 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
env_data,env_data_full.csv;env_data_notnull.csv,26,hotspot_count_thailand_100_300km_lag3,numeric,MAIN_MODEL_FEATURE,True,count,True,True,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 100-300 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
env_data,env_data_full.csv;env_data_notnull.csv,27,hotspot_count_thailand_300_500km_lag1,numeric,MAIN_MODEL_FEATURE,True,count,True,True,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, 1 day(s) before the represented target date."
env_data,env_data_full.csv;env_data_notnull.csv,28,hotspot_count_thailand_300_500km_lag2,numeric,MAIN_MODEL_FEATURE,True,count,True,True,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, 2 day(s) before the represented target date."
env_data,env_data_full.csv;env_data_notnull.csv,29,hotspot_count_thailand_300_500km_lag3,numeric,MAIN_MODEL_FEATURE,True,count,True,True,NASA FIRMS VIIRS S-NPP or derived lag/QC,"Filtered VIIRS S-NPP hotspot count in Thailand within 300-500 km of the nearest eligible monitoring location, 3 day(s) before the represented target date."
env_data,env_data_full.csv;env_data_notnull.csv,30,target_day_of_year_sin,numeric,MAIN_MODEL_FEATURE,True,unitless,False,True,Derived calendar or analytical field,Sine transformation of target day-of-year for annual seasonality.
env_data,env_data_full.csv;env_data_notnull.csv,31,target_day_of_year_cos,numeric,MAIN_MODEL_FEATURE,True,unitless,False,True,Derived calendar or analytical field,Cosine transformation of target day-of-year for annual seasonality.
env_data,env_data_full.csv;env_data_notnull.csv,32,modeled_pm25_mean_lag1,numeric,DESCRIPTIVE_OR_CONTEXT,False,unitless,True,,Open-Meteo air-quality model benchmark or derived lag,Daily mean modeled PM2.5 from one day before the target date.
env_data,env_data_full.csv;env_data_notnull.csv,33,at1_source_complete,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived analytical or quality-control field,"Whether observed PM2.5, weather, and hotspot sources are all complete for the day."
env_data,env_data_full.csv;env_data_notnull.csv,34,at1_one_day_ahead_eligible,boolean,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,Whether the target and every main one-day-ahead predictor are complete.
env_data,env_data_full.csv;env_data_notnull.csv,35,at1_one_day_ahead_qc_status,string,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,One-day-ahead model eligibility status: PASS or REVIEW.
env_data,env_data_full.csv;env_data_notnull.csv,36,at1_one_day_ahead_qc_reason,string,QUALITY_CONTROL,False,unitless,True,,Derived analytical or quality-control field,Semicolon-separated reasons the row is not model eligible.
env_data,env_data_full.csv;env_data_notnull.csv,37,hotspot_zero_confirmed,boolean,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,NASA FIRMS VIIRS S-NPP or derived lag/QC,Whether an available hotspot source row confirms zero events in every band.
env_data,env_data_full.csv;env_data_notnull.csv,38,hotspot_missing_reason,string,DESCRIPTIVE_OR_CONTEXT,False,unitless,True,,NASA FIRMS VIIRS S-NPP or derived lag/QC,Reason hotspot information is unavailable; blank when available.
