location_id,location_name,province_key,province_name_th,province_name_en,distance_to_province_centroid_km,latitude,longitude,timezone
2933523,โรงเรียนบ้านหัวเวียง (โกศัลย์วิทย์),57,เชียงราย,Chiang Rai,71.275,20.272634337603776,100.403771549016,Asia/Bangkok
3002975,พระอาทิตย์ขึ้น สันโป่ง,50,เชียงใหม่,Chiang Mai,15.616,18.927,98.962,Asia/Bangkok
3047340,"Maerim, Chiangmai",50,เชียงใหม่,Chiang Mai,16.493,18.932580910609936,98.94895059814412,Asia/Bangkok
3350392,Mexico City Polanco,50,เชียงใหม่,Chiang Mai,75.122,19.434,99.1956,Asia/Bangkok
3699664,บริษัท ไอ.ที.โกลโบล จำกัด,50,เชียงใหม่,Chiang Mai,7.233,18.7316881,98.9514679,Asia/Bangkok
3891934,หมู่บ้านแก้วสา,50,เชียงใหม่,Chiang Mai,16.148,18.928286035684813,98.94445179435796,Asia/Bangkok
3892436,วัดดวงดี,50,เชียงใหม่,Chiang Mai,15.014,18.91977780483509,98.95279736395602,Asia/Bangkok
3892437,บ้านร้องเกิด,50,เชียงใหม่,Chiang Mai,15.659,18.92786395211318,98.96541049234524,Asia/Bangkok
4588536,บ้านดอยน้อย,50,เชียงใหม่,Chiang Mai,16.35,18.9335,99.0098,Asia/Bangkok
4932270,AirGradient Demo Dashboard,50,เชียงใหม่,Chiang Mai,32.994,18.900572,98.6950831,Asia/Bangkok
5551122,7-eleven,50,เชียงใหม่,Chiang Mai,17.919,18.944416458815923,98.94308592870684,Asia/Bangkok
5965756,The base hight,50,เชียงใหม่,Chiang Mai,3.683,18.8029938,99.01666,Asia/Bangkok
6099600,Hakuna Matata Villas Phrae,54,แพร่,Phrae,23.281,18.306047430369297,100.28064817700624,Asia/Bangkok
6115454,' ',50,เชียงใหม่,Chiang Mai,15.084,18.923649,98.975744,Asia/Bangkok
6152097,NongHoi,50,เชียงใหม่,Chiang Mai,5.557,18.747511275645873,99.0158037871921,Asia/Bangkok
6160761,Suthep,50,เชียงใหม่,Chiang Mai,2.614,18.785159,98.960696,Asia/Bangkok
6167894,Tha Kham Municipality Office,50,เชียงใหม่,Chiang Mai,7.264,18.752222,98.927778,Asia/Bangkok
6200540,โรงเรียนนิคมสร้างตนเองสงเคราะห์ขาวเขา,57,เชียงราย,Chiang Rai,31.017,20.18158879881544,99.7706405269282,Asia/Bangkok
6207256,"Darunee Farm, Doi Lo",51,ลำพูน,Lamphun,22.709,18.559169677653216,98.79386831199298,Asia/Bangkok
6217058,"Research Institute for Health Sciences (RIHES),. Chiang Mai University",50,เชียงใหม่,Chiang Mai,3.132,18.7948519,98.9563673,Asia/Bangkok
6218293,Pa-Yang Wang Kaphi,54,แพร่,Phrae,63.357,17.575023,100.124236,Asia/Bangkok
6221185,Mae  Rim,50,เชียงใหม่,Chiang Mai,16.94,18.93214606104985,98.93228799565615,Asia/Bangkok
6225366,Sriphum,50,เชียงใหม่,Chiang Mai,0.423,18.7909333,98.9881964,Asia/Bangkok
6230362,บ้านหัวหาด-คุ้งตะเภา,54,แพร่,Phrae,53.989,17.659754,100.167478,Asia/Bangkok
6230395,ถนนตัดใหม่-แยกวัดอรัญฯ,54,แพร่,Phrae,56.807,17.63678,100.081672,Asia/Bangkok
6244503,Thairoj Pharmacy,57,เชียงราย,Chiang Rai,70.491,20.25670103274936,100.40604193534264,Asia/Bangkok
6265530,หนองผา,54,แพร่,Phrae,58.18,17.624569,100.079678,Asia/Bangkok
6266258,"Doi Tung Royal Palace, Mae Fah Luang District, Chiang Rai Province",57,เชียงราย,Chiang Rai,42.044,20.28755518332941,99.81050726698746,Asia/Bangkok
6266641,"Phaya Ngam Muang Auditorium, University of Phayao",56,พะเยา,Phayao,15.195,19.02991981606756,99.89736003675418,Asia/Bangkok
6266678,ถนนพาดวารี-บขส,54,แพร่,Phrae,59.545,17.61106,100.092195,Asia/Bangkok
6280774,Ornsirin 5,50,เชียงใหม่,Chiang Mai,9.917,18.71595715584073,99.04038033815908,Asia/Bangkok
6284173,BAN HUAI THONG,50,เชียงใหม่,Chiang Mai,21.201,18.694757669804677,98.80986005428556,Asia/Bangkok
6284174,Ban ThaGu School,51,ลำพูน,Lamphun,26.132,18.56113105313322,99.2562141742988,Asia/Bangkok
6285048,Ban ThaPaPao School,51,ลำพูน,Lamphun,21.992,18.47725369479227,99.19033271945464,Asia/Bangkok
6287521,"BANTHI, LAMPHUN",51,ลำพูน,Lamphun,14.307,18.65725,99.1126667,Asia/Bangkok
6291444,AQ Guard (Ref),50,เชียงใหม่,Chiang Mai,17.851,18.943736,98.94288,Asia/Bangkok
6291584,electronic lab San Tan Lueang,57,เชียงราย,Chiang Rai,3.939,19.945561,99.835221,Asia/Bangkok
6291933,Mae Suai Hospital - MORU,57,เชียงราย,Chiang Rai,44.439,19.64230049026776,99.52573286824058,Asia/Bangkok
6294442,The Elements Sauna & Ice Bath,50,เชียงใหม่,Chiang Mai,65.338,19.3759,98.9847,Asia/Bangkok
6300553,TANYA Baan Bon Doi,57,เชียงราย,Chiang Rai,4.346,19.878066,99.817408,Asia/Bangkok
6301503,Baan Doi Chang Health Promoting Hospital - MORU Network,57,เชียงราย,Chiang Rai,31.068,19.81932760680476,99.55978054677792,Asia/Bangkok
6318469,The Nest School Chiang Mai,50,เชียงใหม่,Chiang Mai,11.312,18.697738285002185,98.93636359429838,Asia/Bangkok
6364262,"Ban Doi Sombun, Doi Lan",57,เชียงราย,Chiang Rai,31.985,19.64273403027352,99.9522689315249,Asia/Bangkok
6410306,Mae Ann,50,เชียงใหม่,Chiang Mai,22.5,18.97058,98.89246,Asia/Bangkok
6419381,Ban ThaPaSak School,51,ลำพูน,Lamphun,24.766,18.544528710587837,99.24151158131208,Asia/Bangkok
